"Year","Date","SPECIES","SURVEY_TYPE","STOCK","COUNT","OFFICIAL_ESCAPEMENT","JulianDay","Days","FishDays","SumFishDays","EscInd","SumEscape","PercentEscape"
2023,2023-09-04,"Pink Salmon","Aerial","Port Chatham Creeks",11770,20230,246,13,134615,277404.5,7692.28571428571,15851.6857142857,0.729259553302909
2023,2023-09-21,"Pink Salmon","Aerial","Port Chatham Creeks",0,20230,263.5,17.5,102987.5,380392,5885,21736.6857142857,1
2023,2023-07-28,"Pink Salmon","Aerial","Rocky River",0,41111,208.5,0,0,0,0,0,0
2023,2023-08-15,"Pink Salmon","Aerial","Rocky River",12902,41111,226,17.5,112892.5,112892.5,6451,6451,0.140077388903124
2023,2023-08-22,"Pink Salmon","Aerial","Rocky River",28920,41111,233,7,146377,259269.5,8364.4,14815.4,0.321702456604455
2023,2023-09-04,"Pink Salmon","Aerial","Rocky River",23520,41111,246,13,340860,600129.5,19477.7142857143,34293.1142857143,0.74464267656166
2023,2023-09-21,"Pink Salmon","Aerial","Rocky River",0,41111,263.5,17.5,205800,805929.5,11760,46053.1142857143,1
2023,2023-06-30,"Pink Salmon","Aerial","Scurvy Creek",0,237,180.5,0,0,0,0,0,0
2023,2023-07-18,"Pink Salmon","Aerial","Scurvy Creek",2000,237,198,17.5,17500,17500,1000,1000,0.427559247495724
2023,2023-07-25,"Pink Salmon","Aerial","Scurvy Creek",600,237,205,7,9100,26600,520,1520,0.649890056193501
2023,2023-08-01,"Pink Salmon","Aerial","Scurvy Creek",500,237,212,7,3850,30450,220,1740,0.743953090642561
2023,2023-08-15,"Pink Salmon","Aerial","Scurvy Creek",300,237,226,14,5600,36050,320,2060,0.880772049841192
2023,2023-08-22,"Pink Salmon","Aerial","Scurvy Creek",200,237,233,7,1750,37800,100,2160,0.923527974590765
2023,2023-09-04,"Pink Salmon","Aerial","Scurvy Creek",120,237,246,13,2080,39880,118.857142857143,2278.85714285714,0.974346445150256
2023,2023-09-21,"Pink Salmon","Aerial","Scurvy Creek",0,237,263.5,17.5,1050,40930,60,2338.85714285714,1
2023,2023-06-25,"Pink Salmon","Aerial","Slide Creek",0,27193,175.5,0,0,0,0,0,0
2023,2023-07-13,"Pink Salmon","Aerial","Slide Creek",1200,27193,193,17.5,10500,10500,600,600,0.0220646178092987
2023,2023-09-04,"Pink Salmon","Aerial","Slide Creek",12300,27193,246,53,357750,368250,20442.8571428571,21042.8571428571,0.773837667454689
2023,2023-09-21,"Pink Salmon","Aerial","Slide Creek",0,27193,263.5,17.5,107625,475875,6150,27192.8571428571,1
2023,2023-07-28,"Pink Salmon","Aerial","South Nuka Island Creek",0,7161,208.5,0,0,0,0,0,0
2023,2023-08-15,"Pink Salmon","Aerial","South Nuka Island Creek",3030,7161,226,17.5,26512.5,26512.5,1515,1515,0.209510450827769
2023,2023-08-22,"Pink Salmon","Aerial","South Nuka Island Creek",3590,7161,233,7,23170,49682.5,1324,2839,0.392607372871311
2023,2023-09-04,"Pink Salmon","Aerial","South Nuka Island Creek",3510,7161,246,13,46150,95832.5,2637.14285714286,5476.14285714286,0.757299774783674
2023,2023-09-21,"Pink Salmon","Aerial","South Nuka Island Creek",0,7161,263.5,17.5,30712.5,126545,1755,7231.14285714286,1
2023,2023-07-03,"Pink Salmon","Aerial","Sunday Creek",0,104084,183.5,0,0,0,0,0,0
2023,2023-07-21,"Pink Salmon","Aerial","Sunday Creek",2000,104084,201,17.5,17500,17500,1000,1000,0.00850267834367826
2023,2023-07-25,"Pink Salmon","Aerial","Sunday Creek",12800,104084,205,4,29600,47100,1691.42857142857,2691.42857142857,0.0228843514278426
2023,2023-07-31,"Pink Salmon","Aerial","Sunday Creek",64200,104084,211,6,231000,278100,13200,15891.4285714286,0.135119705564396
2023,2023-08-08,"Pink Salmon","Aerial","Sunday Creek",60400,104084,219,8,498400,776500,28480,44371.4285714286,0.377275984792352
2023,2023-08-21,"Pink Salmon","Aerial","Sunday Creek",58300,104084,232,13,771550,1548050,44088.5714285714,88460,0.752146926281779
2023,2023-09-07,"Pink Salmon","Aerial","Sunday Creek",0,104084,249.5,17.5,510125,2058175,29150,117610,1
2023,2023-07-14,"Pink Salmon","Aerial","Taylor Bay Creeks",0,16130,194.5,0,0,0,0,0,0
2023,2023-08-01,"Pink Salmon","Aerial","Taylor Bay Creeks",7240,16130,212,17.5,63350,63350,3620,3620,0.176501727404436
2023,2023-08-15,"Pink Salmon","Aerial","Taylor Bay Creeks",3920,16130,226,14,78120,141470,4464,8084,0.394154686281065
2023,2023-08-22,"Pink Salmon","Aerial","Taylor Bay Creeks",8600,16130,233,7,43820,185290,2504,10588,0.516243173966343
2023,2023-09-04,"Pink Salmon","Aerial","Taylor Bay Creeks",7720,16130,246,13,106080,291370,6061.71428571429,16649.7142857143,0.81179650061295
2023,2023-09-21,"Pink Salmon","Aerial","Taylor Bay Creeks",0,16130,263.5,17.5,67550,358920,3860,20509.7142857143,1
2023,2023-08-17,"Pink Salmon","Aerial","Tonsina Bay Creek",0,1000,228.5,0,0,0,0,0,0
2023,2023-09-04,"Pink Salmon","Aerial","Tonsina Bay Creek",1000,1000,246,17.5,8750,8750,500,500,0.5
2023,2023-09-21,"Pink Salmon","Aerial","Tonsina Bay Creek",0,1000,263.5,17.5,8750,17500,500,1000,1
2023,2023-06-30,"Pink Salmon","Aerial","Windy Bay Left Creek",0,50577,180.5,0,0,0,0,0,0
2023,2023-07-18,"Pink Salmon","Aerial","Windy Bay Left Creek",1200,50577,198,17.5,10500,10500,600,600,0.0117091121983858
2023,2023-07-25,"Pink Salmon","Aerial","Windy Bay Left Creek",13700,50577,205,7,52150,62650,2980,3580,0.0698643694503687
2023,2023-08-01,"Pink Salmon","Aerial","Windy Bay Left Creek",12220,50577,212,7,90720,153370,5184,8764,0.171031098844422
2023,2023-08-15,"Pink Salmon","Aerial","Windy Bay Left Creek",11040,50577,226,14,162820,316190,9304,18068,0.352600398667392
2023,2023-08-22,"Pink Salmon","Aerial","Windy Bay Left Creek",27000,50577,233,7,133140,449330,7608,25676,0.501071941342924
2023,2023-09-04,"Pink Salmon","Aerial","Windy Bay Left Creek",17830,50577,246,13,291395,740725,16651.1428571429,42327.1428571429,0.826022107918984
2023,2023-09-21,"Pink Salmon","Aerial","Windy Bay Left Creek",0,50577,263.5,17.5,156012.5,896737.5,8915,51242.1428571429,1
2023,2023-07-07,"Pink Salmon","Aerial","Windy Bay Right Creek",0,12919,187.5,0,0,0,0,0,0
2023,2023-07-25,"Pink Salmon","Aerial","Windy Bay Right Creek",1210,12919,205,17.5,10587.5,10587.5,605,605,0.0455969594849212
2023,2023-08-01,"Pink Salmon","Aerial","Windy Bay Right Creek",4050,12919,212,7,18410,28997.5,1052,1657,0.124882912176057
2023,2023-08-15,"Pink Salmon","Aerial","Windy Bay Right Creek",4840,12919,226,14,62230,91227.5,3556,5213,0.39288752032214
2023,2023-08-22,"Pink Salmon","Aerial","Windy Bay Right Creek",4900,12919,233,7,34090,125317.5,1948,7161,0.539702193176068
2023,2023-09-04,"Pink Salmon","Aerial","Windy Bay Right Creek",4920,12919,246,13,63830,189147.5,3647.42857142857,10808.4285714286,0.814597487053048
2023,2023-09-21,"Pink Salmon","Aerial","Windy Bay Right Creek",0,12919,263.5,17.5,43050,232197.5,2460,13268.4285714286,1
2023,2023-07-13,"Pink Salmon","Ground","Barabara Creek",0,14750,193.5,0,0,0,0,0,0
2023,2023-07-31,"Pink Salmon","Ground","Barabara Creek",1174,14750,211,17.5,10272.5,10272.5,587,587,0.0397969570679067
2023,2023-08-11,"Pink Salmon","Ground","Barabara Creek",2781,14750,222,11,21752.5,32025,1243,1830,0.12406887808223
2023,2023-08-23,"Pink Salmon","Ground","Barabara Creek",8488,14750,234,12,67614,99639,3863.65714285714,5693.65714285714,0.386014018524132
2023,2023-09-14,"Pink Salmon","Ground","Barabara Creek",3297,14750,256,22,129635,229274,7407.71428571429,13101.3714285714,0.888236313924286
2023,2023-10-01,"Pink Salmon","Ground","Barabara Creek",0,14750,273.5,17.5,28848.75,258122.75,1648.5,14749.8714285714,1
2023,2023-07-23,"Pink Salmon","Ground","China Poot Creek",0,1071,203.5,0,0,0,0,0,0
2023,2023-08-10,"Pink Salmon","Ground","China Poot Creek",5,1071,221,17.5,43.75,43.75,2.5,2.5,0.00262896974431391
2023,2023-08-30,"Pink Salmon","Ground","China Poot Creek",826,1071,241,20,8310,8353.75,474.857142857143,477.357142857143,0.501982994321425
2023,2023-09-07,"Pink Salmon","Ground","China Poot Creek",462,1071,249,8,5152,13505.75,294.4,771.757142857143,0.811570471411832
2023,2023-09-15,"Pink Salmon","Ground","China Poot Creek",101,1071,257,8,2252,15757.75,128.685714285714,900.442857142857,0.946894811164859
2023,2023-10-02,"Pink Salmon","Ground","China Poot Creek",0,1071,274.5,17.5,883.75,16641.5,50.5,950.942857142857,1
2023,2023-07-01,"Pink Salmon","Ground","Dogfish Lagoon Creeks",0,55978,181.5,0,0,0,0,0,0
2023,2023-07-19,"Pink Salmon","Ground","Dogfish Lagoon Creeks",23,55978,199,17.5,201.25,201.25,11.5,11.5,0.00020798217502333
2023,2023-09-08,"Pink Salmon","Ground","Dogfish Lagoon Creeks",28229,55978,250,51,720426,720627.25,41167.2,41178.7,0.744733529620279
2023,2023-09-25,"Pink Salmon","Ground","Dogfish Lagoon Creeks",0,55978,267.5,17.5,247003.75,967631,14114.5,55293.2,1
2023,2023-07-06,"Pink Salmon","Ground","Humpy Creek",0,15478,186.5,0,0,0,0,0,0
2023,2023-07-24,"Pink Salmon","Ground","Humpy Creek",103,15478,204,17.5,901.25,901.25,51.5,51.5,0.00336982969507014
2023,2023-08-09,"Pink Salmon","Ground","Humpy Creek",2655,15478,220,16,22064,22965.25,1260.8,1312.3,0.0858684953172921
2023,2023-08-22,"Pink Salmon","Ground","Humpy Creek",8392,15478,233,13,71805.5,94770.75,4103.17142857143,5415.47142857143,0.354353717141824
2023,2023-08-29,"Pink Salmon","Ground","Humpy Creek",9478,15478,240,7,62545,157315.75,3574,8989.47142857143,0.58821335462106
2023,2023-09-12,"Pink Salmon","Ground","Humpy Creek",2780,15478,254,14,85806,243121.75,4903.2,13892.6714285714,0.909047315026262
2023,2023-09-29,"Pink Salmon","Ground","Humpy Creek",0,15478,271.5,17.5,24325,267446.75,1390,15282.6714285714,1
2023,2023-07-03,"Pink Salmon","Ground","Island Creek",0,50195,183.5,0,0,0,0,0,0
2023,2023-07-21,"Pink Salmon","Ground","Island Creek",4,50195,201,17.5,35,35,2,2,3.98448214966227e-05
2023,2023-08-19,"Pink Salmon","Ground","Island Creek",5608,50195,230,29,81374,81409,4649.94285714286,4651.94285714286,0.0926779163776731
2023,2023-09-13,"Pink Salmon","Ground","Island Creek",34207,50195,255,25,497687.5,579096.5,28439.2857142857,33091.2285714286,0.659257047766257
2023,2023-09-30,"Pink Salmon","Ground","Island Creek",0,50195,272.5,17.5,299311.25,878407.75,17103.5,50194.7285714286,1
2023,2023-06-30,"Pink Salmon","Ground","Port Dick Creek",0,67708,180.5,0,0,0,0,0,0
2023,2023-07-18,"Pink Salmon","Ground","Port Dick Creek",2400,67708,198,17.5,21000,21000,1200,1200,0.0177231679149896
2023,2023-08-04,"Pink Salmon","Ground","Port Dick Creek",7563,67708,215,17,84685.5,105685.5,4839.17142857143,6039.17142857143,0.0891943744133157
2023,2023-09-05,"Pink Salmon","Ground","Port Dick Creek",38715,67708,247,32,740448,846133.5,42311.3142857143,48350.4857142857,0.714103147571325
2023,2023-09-22,"Pink Salmon","Ground","Port Dick Creek",0,67708,264.5,17.5,338756.25,1184889.75,19357.5,67707.9857142857,1
2023,2023-07-08,"Pink Salmon","Ground","Port Graham River",0,20080,188.5,0,0,0,0,0,0
2023,2023-07-26,"Pink Salmon","Ground","Port Graham River",4543,20080,206,17.5,39751.25,39751.25,2271.5,2271.5,0.109924410332846
2023,2023-08-07,"Pink Salmon","Ground","Port Graham River",15060,20080,218,12,117618,157369.25,6721.02857142857,8992.52857142857,0.435174290387655
2023,2023-08-18,"Pink Salmon","Ground","Port Graham River",8521,20080,229,11,129695.5,287064.75,7411.17142857143,16403.7,0.79382216587141
2023,2023-09-04,"Pink Salmon","Ground","Port Graham River",0,20080,246.5,17.5,74558.75,361623.5,4260.5,20664.2,1
2023,2023-06-26,"Pink Salmon","Ground","Seldovia River",0,45755,176.5,0,0,0,0,0,0
2023,2023-07-14,"Pink Salmon","Ground","Seldovia River",5,45755,194,17.5,43.75,43.75,2.5,2.5,5.46387690478554e-05
2023,2023-07-28,"Pink Salmon","Ground","Seldovia River",6073,45755,208,14,42546,42589.75,2431.2,2433.7,0.0531897488927063
2023,2023-08-08,"Pink Salmon","Ground","Seldovia River",16559,45755,219,11,124476,167065.75,7112.91428571429,9546.61428571429,0.20864610125844
2023,2023-08-21,"Pink Salmon","Ground","Seldovia River",18772,45755,232,13,229651.5,396717.25,13122.9428571429,22669.5571428571,0.495454678858293
2023,2023-08-28,"Pink Salmon","Ground","Seldovia River",14436,45755,239,7,116228,512945.25,6641.6,29311.1571428571,0.640610218261588
2023,2023-09-11,"Pink Salmon","Ground","Seldovia River",11855,45755,253,14,184037,696982.25,10516.4,39827.5571428571,0.870451478587535
2023,2023-09-28,"Pink Salmon","Ground","Seldovia River",0,45755,270.5,17.5,103731.25,800713.5,5927.5,45755.0571428571,1
2023,2023-07-07,"Pink Salmon","Ground","Tutka Creek",0,103043,187.5,0,0,0,0,0,0
2023,2023-07-25,"Pink Salmon","Ground","Tutka Creek",35352,103043,205,17.5,309330,309330,17676,17676,0.171539299443882
2023,2023-08-15,"Pink Salmon","Ground","Tutka Creek",37105,103043,226,21,760798.5,1070128.5,43474.2,61150.2,0.593440963388396
2023,2023-08-24,"Pink Salmon","Ground","Tutka Creek",42729,103043,235,9,359253,1429381.5,20528.7428571429,81678.9428571429,0.792665118637202
2023,2023-09-10,"Pink Salmon","Ground","Tutka Creek",0,103043,252.5,17.5,373878.75,1803260.25,21364.5,103043.442857143,1
2023,2023-06-13,"Sockeye Salmon","Aerial","Aialik Lake",0,6480,163.5,0,0,0,0,0,0
2023,2023-07-01,"Sockeye Salmon","Aerial","Aialik Lake",400,6480,181,17.5,3500,3500,200,200,0.0148308226869213
2023,2023-07-18,"Sockeye Salmon","Aerial","Aialik Lake",3630,6480,198,17,34255,37755,1957.42857142857,2157.42857142857,0.159982203012776
2023,2023-08-15,"Sockeye Salmon","Aerial","Aialik Lake",6480,6480,226,28,141540,179295,8088,10245.4285714286,0.759740672471874
2023,2023-09-01,"Sockeye Salmon","Aerial","Aialik Lake",0,6480,243.5,17.5,56700,235995,3240,13485.4285714286,1
2023,2023-06-20,"Sockeye Salmon","Aerial","Amakdedori Creek",0,1300,170.5,0,0,0,0,0,0
2023,2023-07-08,"Sockeye Salmon","Aerial","Amakdedori Creek",100,1300,188,17.5,875,875,50,50,0.0176464656650197
2023,2023-07-21,"Sockeye Salmon","Aerial","Amakdedori Creek",650,1300,201,13,4875,5750,278.571428571429,328.571428571429,0.115962488655843
2023,2023-07-25,"Sockeye Salmon","Aerial","Amakdedori Creek",1140,1300,205,4,3580,9330,204.571428571429,533.142857142857,0.188161742462438
2023,2023-07-31,"Sockeye Salmon","Aerial","Amakdedori Creek",960,1300,211,6,6300,15630,360,893.142857142857,0.31521629525058
2023,2023-08-08,"Sockeye Salmon","Aerial","Amakdedori Creek",980,1300,219,8,7760,23390,443.428571428571,1336.57142857143,0.47171523646264
2023,2023-08-21,"Sockeye Salmon","Aerial","Amakdedori Creek",1300,1300,232,13,14820,38210,846.857142857143,2183.42857142857,0.770595946354744
2023,2023-09-07,"Sockeye Salmon","Aerial","Amakdedori Creek",0,1300,249.5,17.5,11375,49585,650,2833.42857142857,1
2023,2023-07-21,"Sockeye Salmon","Aerial","Big Kamishak River",0,20,201.5,0,0,0,0,0,0
2023,2023-08-08,"Sockeye Salmon","Aerial","Big Kamishak River",1,20,219,17.5,8.75,8.75,0.5,0.5,0.0273224043715847
2023,2023-08-21,"Sockeye Salmon","Aerial","Big Kamishak River",20,20,232,13,136.5,145.25,7.8,8.3,0.453551912568306
2023,2023-09-07,"Sockeye Salmon","Aerial","Big Kamishak River",0,20,249.5,17.5,175,320.25,10,18.3,1
2023,2023-06-13,"Sockeye Salmon","Aerial","Delight Lake",0,6901,163.5,0,0,0,0,0,0
2023,2023-07-01,"Sockeye Salmon","Aerial","Delight Lake",1592,6901,181,17.5,13930,13930,796,796,0.0583194128704622
2023,2023-07-13,"Sockeye Salmon","Aerial","Delight Lake",8511,6901,193,12,60618,74548,3463.88571428571,4259.88571428571,0.312103057477905
2023,2023-07-18,"Sockeye Salmon","Aerial","Delight Lake",5292,6901,198,5,34507.5,109055.5,1971.85714285714,6231.74285714286,0.456572342447573
2023,2023-08-01,"Sockeye Salmon","Aerial","Delight Lake",370,6901,212,14,39634,148689.5,2264.8,8496.54285714286,0.622504259870969
2023,2023-08-15,"Sockeye Salmon","Aerial","Delight Lake",420,6901,226,14,5530,154219.5,316,8812.54285714286,0.645656187593414
2023,2023-09-04,"Sockeye Salmon","Aerial","Delight Lake",4290,6901,246,20,47100,201319.5,2691.42857142857,11503.9714285714,0.842845300744797
2023,2023-09-21,"Sockeye Salmon","Aerial","Delight Lake",0,6901,263.5,17.5,37537.5,238857,2145,13648.9714285714,1
2023,2023-06-25,"Sockeye Salmon","Aerial","Delusion Lake",0,3970,175.5,0,0,0,0,0,0
2023,2023-07-13,"Sockeye Salmon","Aerial","Delusion Lake",57,3970,193,17.5,498.75,498.75,28.5,28.5,0.00318776155224014
2023,2023-08-01,"Sockeye Salmon","Aerial","Delusion Lake",3970,3970,212,19,38256.5,38755.25,2186.08571428571,2214.58571428571,0.247704252425974
2023,2023-09-04,"Sockeye Salmon","Aerial","Delusion Lake",1950,3970,246,34,100640,139395.25,5750.85714285714,7965.44285714286,0.890944999528627
2023,2023-09-21,"Sockeye Salmon","Aerial","Delusion Lake",0,3970,263.5,17.5,17062.5,156457.75,975,8940.44285714286,1
2023,2023-06-13,"Sockeye Salmon","Aerial","Desire Lake",0,14700,163.5,0,0,0,0,0,0
2023,2023-07-01,"Sockeye Salmon","Aerial","Desire Lake",1830,14700,181,17.5,16012.5,16012.5,915,915,0.0302672305838433
2023,2023-07-13,"Sockeye Salmon","Aerial","Desire Lake",15200,14700,193,12,102180,118192.5,5838.85714285714,6753.85714285714,0.223410438768518
2023,2023-08-01,"Sockeye Salmon","Aerial","Desire Lake",3000,14700,212,19,172900,291092.5,9880,16633.8571428571,0.550230371192968
2023,2023-09-04,"Sockeye Salmon","Aerial","Desire Lake",7260,14700,246,34,174420,465512.5,9966.85714285714,26600.7142857143,0.879923445880491
2023,2023-09-21,"Sockeye Salmon","Aerial","Desire Lake",0,14700,263.5,17.5,63525,529037.5,3630,30230.7142857143,1
2023,2023-07-13,"Sockeye Salmon","Aerial","Douglas Reef River",0,110,193.5,0,0,0,0,0,0
2023,2023-07-31,"Sockeye Salmon","Aerial","Douglas Reef River",6,110,211,17.5,52.5,52.5,3,3,0.0187232524964337
2023,2023-08-08,"Sockeye Salmon","Aerial","Douglas Reef River",100,110,219,8,424,476.5,24.2285714285714,27.2285714285714,0.169935805991441
2023,2023-08-21,"Sockeye Salmon","Aerial","Douglas Reef River",110,110,232,13,1365,1841.5,78,105.228571428571,0.656740370898716
2023,2023-09-07,"Sockeye Salmon","Aerial","Douglas Reef River",0,110,249.5,17.5,962.5,2804,55,160.228571428571,1
2023,2023-07-13,"Sockeye Salmon","Aerial","Douglas River",0,624,193.5,0,0,0,0,0,0
2023,2023-07-31,"Sockeye Salmon","Aerial","Douglas River",590,624,211,17.5,5162.5,5162.5,295,295,0.250218107793719
2023,2023-08-08,"Sockeye Salmon","Aerial","Douglas River",624,624,219,8,4856,10018.5,277.485714285714,572.485714285714,0.485580651415277
2023,2023-08-21,"Sockeye Salmon","Aerial","Douglas River",430,624,232,13,6851,16869.5,391.485714285714,963.971428571429,0.817637650252036
2023,2023-09-07,"Sockeye Salmon","Aerial","Douglas River",0,624,249.5,17.5,3762.5,20632,215,1178.97142857143,1
2023,2023-07-21,"Sockeye Salmon","Aerial","Little Kamishak River",0,11,201.5,0,0,0,0,0,0
2023,2023-08-08,"Sockeye Salmon","Aerial","Little Kamishak River",11,11,219,17.5,96.25,96.25,5.5,5.5,0.300546448087432
2023,2023-08-21,"Sockeye Salmon","Aerial","Little Kamishak River",10,11,232,13,136.5,232.75,7.8,13.3,0.726775956284153
2023,2023-09-07,"Sockeye Salmon","Aerial","Little Kamishak River",0,11,249.5,17.5,87.5,320.25,5,18.3,1
2023,2023-08-22,"Sockeye Salmon","Aerial","Wosnesenski River",0,0,233,0,0,0,0,0,NA
2023,2023-08-05,"Sockeye Salmon","Ground","Barabara Creek",0,12,216.5,0,0,0,0,0,0
2023,2023-08-23,"Sockeye Salmon","Ground","Barabara Creek",12,12,234,17.5,105,105,6,6,0.379746835443038
2023,2023-09-14,"Sockeye Salmon","Ground","Barabara Creek",2,12,256,22,154,259,8.8,14.8,0.936708860759494
2023,2023-10-01,"Sockeye Salmon","Ground","Barabara Creek",0,12,273.5,17.5,17.5,276.5,1,15.8,1
2023,2023-07-09,"Sockeye Salmon","Ground","China Poot Creek",0,1251,189.5,0,0,0,0,0,0
2023,2023-07-27,"Sockeye Salmon","Ground","China Poot Creek",576,1251,207,17.5,5040,5040,288,288,0.150183259334307
2023,2023-08-03,"Sockeye Salmon","Ground","China Poot Creek",928,1251,214,7,5264,10304,300.8,588.8,0.307041330194583
2023,2023-08-10,"Sockeye Salmon","Ground","China Poot Creek",1251,1251,221,7,7626.5,17930.5,435.8,1024.6,0.534297803867815
2023,2023-08-30,"Sockeye Salmon","Ground","China Poot Creek",178,1251,241,20,14290,32220.5,816.571428571429,1841.17142857143,0.96011502130576
2023,2023-09-07,"Sockeye Salmon","Ground","China Poot Creek",56,1251,249,8,936,33156.5,53.4857142857143,1894.65714285714,0.988006198039274
2023,2023-09-15,"Sockeye Salmon","Ground","China Poot Creek",14,1251,257,8,280,33436.5,16,1910.65714285714,0.996349712446736
2023,2023-10-02,"Sockeye Salmon","Ground","China Poot Creek",0,1251,274.5,17.5,122.5,33559,7,1917.65714285714,1
2023,2023-07-22,"Sockeye Salmon","Ground","Humpy Creek",0,14,202.5,0,0,0,0,0,0
2023,2023-08-09,"Sockeye Salmon","Ground","Humpy Creek",2,14,220,17.5,17.5,17.5,1,1,0.0540958268933539
2023,2023-08-22,"Sockeye Salmon","Ground","Humpy Creek",2,14,233,13,26,43.5,1.48571428571429,2.48571428571429,0.134466769706337
2023,2023-08-29,"Sockeye Salmon","Ground","Humpy Creek",5,14,240,7,24.5,68,1.4,3.88571428571429,0.210200927357032
2023,2023-09-12,"Sockeye Salmon","Ground","Humpy Creek",14,14,254,14,133,201,7.6,11.4857142857143,0.621329211746522
2023,2023-09-29,"Sockeye Salmon","Ground","Humpy Creek",0,14,271.5,17.5,122.5,323.5,7,18.4857142857143,1
2023,2023-08-26,"Sockeye Salmon","Ground","Island Creek",0,1,237.5,0,0,0,0,0,0
2023,2023-09-13,"Sockeye Salmon","Ground","Island Creek",1,1,255,17.5,8.75,8.75,0.5,0.5,0.5
2023,2023-09-30,"Sockeye Salmon","Ground","Island Creek",0,1,272.5,17.5,8.75,17.5,0.5,1,1
2023,2023-07-17,"Sockeye Salmon","Ground","Port Dick Creek",0,1,197.5,0,0,0,0,0,0
2023,2023-08-04,"Sockeye Salmon","Ground","Port Dick Creek",1,1,215,17.5,8.75,8.75,0.5,0.5,0.5
2023,2023-08-21,"Sockeye Salmon","Ground","Port Dick Creek",0,1,232.5,17.5,8.75,17.5,0.5,1,1
2023,2023-07-21,"Sockeye Salmon","Ground","Seldovia River",0,27,201.5,0,0,0,0,0,0
2023,2023-08-08,"Sockeye Salmon","Ground","Seldovia River",9,27,219,17.5,78.75,78.75,4.5,4.5,0.122377622377622
2023,2023-08-21,"Sockeye Salmon","Ground","Seldovia River",27,27,232,13,234,312.75,13.3714285714286,17.8714285714286,0.486013986013986
2023,2023-08-28,"Sockeye Salmon","Ground","Seldovia River",6,27,239,7,115.5,428.25,6.6,24.4714285714286,0.665501165501166
2023,2023-09-11,"Sockeye Salmon","Ground","Seldovia River",11,27,253,14,119,547.25,6.8,31.2714285714286,0.850427350427351
2023,2023-09-28,"Sockeye Salmon","Ground","Seldovia River",0,27,270.5,17.5,96.25,643.5,5.5,36.7714285714286,1
2023,2023-08-06,"Sockeye Salmon","Ground","Tutka Creek",0,25,217.5,0,0,0,0,0,0
2023,2023-08-24,"Sockeye Salmon","Ground","Tutka Creek",25,25,235,17.5,218.75,218.75,12.5,12.5,0.5
2023,2023-09-10,"Sockeye Salmon","Ground","Tutka Creek",0,25,252.5,17.5,218.75,437.5,12.5,25,1
